State,Month,Victim Sex,Victim Race,Victim Count,Target_Solved,Decade,Victim Age Group,Weapon Grouped,Agency Grouped,Relationship Grouped,Cluster_ID,Solve_Probability,Cold_Case_Risk_Score,Predicted_Solved,SHAP_Feature_1,SHAP_Feature_2,SHAP_Feature_3,SHAP_Feature_4,SHAP_Feature_5
New York,March,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Unknown,-1,0.16349225487394736,83.65077451260527,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Nevada,May,Female,Black,0,1,1990s,Adult,Firearm,County,Intimate Partner,-1,0.9750285826481329,2.4971417351867196,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,Agency Grouped_Municipal
California,January,Male,White,0,1,2000s,Young Adult,Firearm,Municipal,Stranger,-1,0.8628845384503224,13.711546154967758,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,State_California,Relationship Grouped_Known
Arkansas,January,Male,Black,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.19156850446364404,80.8431495536356,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Arkansas,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
California,June,Male,White,0,0,1980s,Young Adult,Firearm,Municipal,Stranger,0,0.6473878361161067,35.26121638838932,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Known,Relationship Grouped_Stranger,Decade_2000s
Pennsylvania,February,Female,Asian/Pacific Islander,0,1,2000s,Adult,Firearm,State,Intimate Partner,-1,0.9693030110197919,3.0696988980208104,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Agency Grouped_State,Decade_2000s
Pennsylvania,November,Female,White,0,0,1980s,Young Adult,Knife,Municipal,Unknown,0,0.17515414545860053,82.48458545413995,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,Weapon Grouped_Knife
South Carolina,June,Male,Black,0,1,2010s,Young Adult,Firearm,Sheriff,Unknown,-1,0.45499921773318297,54.5000782266817,0,Relationship Grouped_Unknown,State_South Carolina,Relationship Grouped_Known,Agency Grouped_Sheriff,Decade_2010s
Kansas,March,Male,White,0,1,2000s,Teen,Firearm,Municipal,Unknown,-1,0.2921908859555554,70.78091140444445,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Teen,Relationship Grouped_Stranger,State_Kansas
South Carolina,June,Female,White,1,0,2010s,Young Adult,Firearm,Sheriff,Unknown,0,0.3896084823025763,61.039151769742375,0,Relationship Grouped_Unknown,State_South Carolina,Decade_2010s,Relationship Grouped_Known,Agency Grouped_Sheriff
Oklahoma,April,Male,White,0,0,1980s,Adult,Firearm,Sheriff,Unknown,2,0.20586945700525316,79.41305429947468,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
Virginia,July,Male,White,0,1,1980s,Adult,Firearm,Municipal,Stranger,-1,0.8358979687900374,16.410203120996254,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Virginia,Relationship Grouped_Known,State_California
New Mexico,January,Male,White,0,1,2000s,Teen,Knife,Sheriff,Known,-1,0.9735978327640763,2.6402167235923675,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Agency Grouped_Sheriff,Decade_2000s
Massachusetts,June,Female,Black,0,1,1980s,Senior,Blunt Object,Municipal,Intimate Partner,-1,0.9772007178466922,2.279928215330789,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,Relationship Grouped_Stranger
Ohio,April,Female,White,0,1,1990s,Young Adult,Blunt Object,Municipal,Intimate Partner,-1,0.9837395086870723,1.6260491312927696,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,State_California
Georgia,August,Male,White,0,0,2000s,Adult,Firearm,County,Unknown,1,0.19767641009337455,80.23235899066255,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Decade_2000s
California,October,Male,White,0,1,1990s,Teen,Firearm,Municipal,Stranger,-1,0.6414784603800114,35.85215396199885,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Stranger,Relationship Grouped_Known,Victim Age Group_Teen
New York,August,Female,Black,0,0,2000s,Teen,Knife,Municipal,Unknown,4,0.3174460179349472,68.25539820650528,0,Relationship Grouped_Unknown,Victim Age Group_Teen,Weapon Grouped_Knife,Relationship Grouped_Known,State_New York
Mississippi,January,Male,Black,0,1,1990s,Adult,Knife,Municipal,Intimate Partner,-1,0.9826903594006017,1.7309640599398275,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Weapon Grouped_Knife,Relationship Grouped_Known,State_Mississippi
California,January,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Stranger,-1,0.8456383968262606,15.43616031737393,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,State_California,Relationship Grouped_Known
Minnesota,June,Male,Black,0,1,1990s,Teen,Firearm,Municipal,Known,-1,0.9557164474416212,4.428355255837876,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Teen,Relationship Grouped_Intimate Partner,Decade_1990s
Alabama,July,Female,Black,0,1,1980s,Teen,Blunt Object,Municipal,Intimate Partner,-1,0.9727416471418074,2.725835285819258,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,Victim Age Group_Teen
New Mexico,November,Male,Native American/Alaska Native,0,1,2000s,Adult,Firearm,Municipal,Stranger,-1,0.9155083897866514,8.449161021334856,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,Relationship Grouped_Known,State_California
Florida,August,Male,White,0,1,2000s,Adult,Blunt Object,Municipal,Unknown,-1,0.3580062109704859,64.19937890295141,0,Relationship Grouped_Unknown,State_Florida,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Stranger
New York,February,Female,Black,0,1,2010s,Adult,Knife,Municipal,Family,-1,0.8583791109920333,14.162088900796668,1,Relationship Grouped_Unknown,Decade_2010s,Weapon Grouped_Knife,State_New York,Relationship Grouped_Known
California,September,Male,Black,0,1,1990s,Adult,Firearm,Municipal,Unknown,-1,0.17333834128188996,82.666165871811,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,State_California
Georgia,January,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Stranger,-1,0.8128883146707497,18.711168532925026,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,State_California,Decade_1990s
Massachusetts,October,Female,White,0,1,1980s,Child,Knife,Municipal,Family,-1,0.9081869317594673,9.181306824053268,1,Relationship Grouped_Unknown,Victim Age Group_Child,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Decade_2000s
Nevada,August,Male,Black,0,1,1990s,Child,Blunt Object,County,Family,-1,0.8927557644518611,10.724423554813887,1,Relationship Grouped_Unknown,Victim Age Group_Child,Relationship Grouped_Known,Victim Race_White,Relationship Grouped_Intimate Partner
Michigan,January,Male,White,0,1,1980s,Young Adult,Firearm,Sheriff,Known,-1,0.9562223927082726,4.377760729172741,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Agency Grouped_Municipal,Relationship Grouped_Intimate Partner
Illinois,May,Female,Black,0,1,1980s,Adult,Blunt Object,Municipal,Known,-1,0.9429189424595344,5.70810575404655,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_Illinois,State_California
California,October,Male,White,0,0,1990s,Young Adult,Knife,Municipal,Unknown,0,0.235194209431135,76.4805790568865,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
New Jersey,July,Male,White,0,1,1990s,Young Adult,Blunt Object,Municipal,Family,-1,0.840965089789844,15.903491021015597,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Race_White,State_California
California,December,Male,White,0,0,1990s,Teen,Firearm,Municipal,Stranger,0,0.6209633760188564,37.903662398114356,1,Relationship Grouped_Unknown,State_California,Relationship Grouped_Stranger,Relationship Grouped_Known,Victim Age Group_Teen
Minnesota,February,Male,Black,0,1,1990s,Child,Other,Municipal,Family,-1,0.8817026557437809,11.829734425621908,1,Relationship Grouped_Unknown,Victim Age Group_Child,Relationship Grouped_Known,Victim Race_White,Relationship Grouped_Intimate Partner
Maryland,July,Male,Black,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,4,0.18525549398048002,81.474450601952,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Decade_2000s
Kentucky,January,Male,Black,0,1,1980s,Young Adult,Firearm,Municipal,Intimate Partner,-1,0.9434894041538097,5.65105958461903,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Race_White,Relationship Grouped_Stranger
Florida,November,Female,White,0,1,2010s,Child,Blunt Object,Municipal,Unknown,-1,0.6474933556157967,35.25066443842034,1,Victim Age Group_Child,Relationship Grouped_Unknown,Decade_2010s,State_Florida,Relationship Grouped_Known
Kentucky,September,Male,White,0,1,1980s,Adult,Knife,State,Known,-1,0.9523657908208633,4.763420917913674,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_State,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner
California,December,Male,White,0,1,2000s,Young Adult,Firearm,Municipal,Stranger,-1,0.8477595995468781,15.224040045312195,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,State_California,Relationship Grouped_Known
California,July,Male,White,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9499689810949861,5.003101890501398,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,State_California,Relationship Grouped_Intimate Partner
California,November,Male,White,0,1,2010s,Young Adult,Unknown,Municipal,Unknown,-1,0.20977631326497392,79.02236867350261,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2010s,State_California,Relationship Grouped_Stranger
Texas,May,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9677835530335759,3.2216446966424095,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Texas,Decade_2000s,Relationship Grouped_Intimate Partner
Louisiana,December,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Known,-1,0.9444494615377091,5.555053846229083,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Decade_1990s,State_California
Maryland,August,Male,Black,0,1,1980s,Young Adult,Firearm,Municipal,Known,-1,0.904166036324132,9.583396367586806,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Maryland,Relationship Grouped_Intimate Partner,State_New York
Rhodes Island,October,Male,White,0,1,1980s,Young Adult,Firearm,Municipal,Known,-1,0.9263854570946066,7.361454290539339,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_New York,State_California
Missouri,June,Male,White,0,1,2000s,Young Adult,Blunt Object,Municipal,Known,-1,0.9481294451174742,5.1870554882525814,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Intimate Partner,Victim Race_White
Pennsylvania,May,Female,White,0,1,1980s,Senior,Firearm,Municipal,Intimate Partner,-1,0.9851425422080066,1.4857457791993456,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,State_Pennsylvania
Virginia,November,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Unknown,-1,0.2351602553609038,76.48397446390962,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Virginia,Decade_2000s,Relationship Grouped_Stranger
Texas,June,Male,White,0,1,1990s,Young Adult,Firearm,Municipal,Known,-1,0.9655721666635314,3.442783333646856,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Texas,Relationship Grouped_Intimate Partner,State_California
New Jersey,November,Female,White,0,0,2000s,Teen,Blunt Object,Municipal,Unknown,0,0.21686616774398626,78.31338322560137,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Victim Age Group_Teen,Relationship Grouped_Intimate Partner
Mississippi,January,Female,White,0,1,1980s,Adult,Firearm,Sheriff,Intimate Partner,-1,0.9809648074934606,1.9035192506539442,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Agency Grouped_Sheriff,Victim Sex_Male
Texas,October,Female,White,0,0,1990s,Senior,Blunt Object,Municipal,Unknown,0,0.14805661663226954,85.19433833677304,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger,Weapon Grouped_Firearm
Louisiana,August,Male,White,0,0,2000s,Adult,Firearm,Sheriff,Unknown,1,0.27134704454712366,72.86529554528764,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Decade_2000s,Relationship Grouped_Stranger
Oregon,April,Female,Black,0,1,1990s,Young Adult,Knife,Municipal,Intimate Partner,-1,0.9787034259186526,2.129657408134748,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Weapon Grouped_Knife,Weapon Grouped_Firearm
Nebraska,July,Female,White,0,1,2000s,Child,Unknown,Sheriff,Unknown,-1,0.522802854193427,47.7197145806573,1,Victim Age Group_Child,Relationship Grouped_Unknown,Weapon Grouped_Unknown,Relationship Grouped_Known,Decade_2000s
Minnesota,May,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9419137994817472,5.80862005182527,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Intimate Partner,Victim Race_White
Arizona,June,Male,White,0,0,1980s,Young Adult,Firearm,Municipal,Stranger,0,0.8231935562118433,17.680644378815664,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,State_California,Decade_2000s
Michigan,February,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Family,-1,0.7893168988167513,21.06831011832487,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Race_White,State_California
Wisconsin,October,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Known,-1,0.958184260513779,4.181573948622097,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Wisconsin,Decade_1990s,Relationship Grouped_Intimate Partner
California,December,Male,White,0,1,1990s,Young Adult,Knife,Sheriff,Unknown,-1,0.22896411669391303,77.1035883306087,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,State_California,Relationship Grouped_Intimate Partner
Maryland,March,Female,Black,0,0,2000s,Senior,Unknown,County,Unknown,1,0.1688028298599593,83.11971701400407,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Unknown,Decade_2000s,Relationship Grouped_Intimate Partner
Pennsylvania,June,Female,White,1,1,2000s,Young Adult,Firearm,Municipal,Intimate Partner,-1,0.9776021762651314,2.2397823734868614,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,State_Pennsylvania
Kentucky,December,Male,Black,0,1,1990s,Young Adult,Blunt Object,Municipal,Family,-1,0.8089822562775075,19.101774372249242,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California,Victim Race_White
Michigan,April,Male,Black,0,1,2000s,Adult,Firearm,Municipal,Known,-1,0.8592838021389215,14.071619786107851,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Michigan,Relationship Grouped_Intimate Partner,Victim Race_White
New York,July,Male,Black,0,1,1980s,Adult,Firearm,Municipal,Unknown,-1,0.16546832051180616,83.45316794881938,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
Idaho,February,Female,White,0,1,2010s,Adult,Blunt Object,State,Unknown,-1,0.42377543398438566,57.62245660156143,0,Relationship Grouped_Unknown,Decade_2010s,Relationship Grouped_Known,State_Idaho,Agency Grouped_State
Alabama,August,Male,White,0,1,1980s,Senior,Firearm,Municipal,Stranger,-1,0.7736699318069495,22.63300681930504,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,State_California,Decade_2000s
California,November,Female,White,0,1,2010s,Adult,Blunt Object,Municipal,Intimate Partner,-1,0.9631249788281475,3.6875021171852493,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Decade_2010s,State_California,Victim Sex_Male
Ohio,September,Male,White,0,1,1990s,Adult,Firearm,Municipal,Known,-1,0.948278973388842,5.172102661115796,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,State_California,Decade_1990s
Texas,January,Female,White,0,1,2000s,Young Adult,Firearm,Municipal,Intimate Partner,-1,0.9822521688105311,1.7747831189468828,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,Decade_2000s
California,October,Male,Black,0,0,1990s,Young Adult,Firearm,Sheriff,Unknown,0,0.1680393508557647,83.19606491442353,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff
California,May,Male,White,0,0,2010s,Adult,Firearm,Municipal,Unknown,0,0.1762899346904896,82.37100653095104,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
New Mexico,July,Male,White,0,1,2000s,Adult,Knife,Municipal,Known,-1,0.9758997470975838,2.4100252902416295,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Decade_2000s,Relationship Grouped_Intimate Partner
Pennsylvania,December,Male,Black,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,4,0.2711884094409478,72.88115905590521,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Pennsylvania,Relationship Grouped_Stranger,Decade_2000s
New York,April,Female,Black,0,0,1990s,Young Adult,Unknown,Municipal,Unknown,3,0.10971302789706283,89.02869721029371,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Weapon Grouped_Unknown,Relationship Grouped_Intimate Partner
Kentucky,October,Male,White,0,0,1980s,Adult,Firearm,Municipal,Intimate Partner,2,0.94862348559709,5.137651440291006,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Race_White,State_California
Mississippi,January,Male,Black,0,1,1990s,Adult,Knife,Sheriff,Known,-1,0.9786031501352932,2.1396849864706775,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Weapon Grouped_Knife,State_Mississippi
Tennessee,September,Male,Black,0,1,1980s,Young Adult,Firearm,Municipal,Known,-1,0.9464862329814059,5.351376701859407,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Tennessee,Relationship Grouped_Intimate Partner,State_New York
Pennsylvania,October,Male,White,0,1,1980s,Adult,Firearm,State,Known,-1,0.942888641702405,5.711135829759495,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_State,State_Pennsylvania,Relationship Grouped_Intimate Partner
Indiana,December,Male,White,1,1,2000s,Adult,Firearm,Municipal,Known,-1,0.9542639532738584,4.573604672614163,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Victim Count,Relationship Grouped_Intimate Partner
California,February,Male,Black,0,0,2010s,Young Adult,Firearm,Municipal,Unknown,0,0.15382478350404727,84.61752164959528,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Ohio,May,Female,White,0,1,1990s,Senior,Blunt Object,Municipal,Family,-1,0.8530823373485653,14.691766265143471,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Sex_Male,Victim Race_White
New York,March,Male,Black,0,0,1980s,Young Adult,Firearm,Municipal,Unknown,4,0.16833521786644268,83.16647821335573,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Intimate Partner,Relationship Grouped_Stranger
Arizona,July,Male,White,0,1,1990s,Adult,Firearm,Sheriff,Family,-1,0.8329350627869802,16.70649372130199,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Agency Grouped_Sheriff,Relationship Grouped_Intimate Partner,State_California
Connecticut,December,Male,White,0,1,1980s,Adult,Knife,Municipal,Intimate Partner,-1,0.9470524705104557,5.2947529489544305,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Weapon Grouped_Knife,State_California
Illinois,October,Female,Black,1,0,1990s,Adult,Firearm,Municipal,Unknown,3,0.16745592674709942,83.25440732529006,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Victim Count
Massachusetts,April,Male,White,0,1,1980s,Adult,Knife,Municipal,Known,-1,0.9415375314243739,5.846246857562608,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,State_California
Utah,September,Male,White,0,1,1990s,Teen,Firearm,Municipal,Stranger,-1,0.8551814398843188,14.48185601156812,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Relationship Grouped_Known,State_California,State_Utah
New Jersey,February,Male,Black,0,1,1980s,Young Adult,Knife,Municipal,Intimate Partner,-1,0.9561361322330916,4.386386776690842,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Weapon Grouped_Knife,Relationship Grouped_Known,Weapon Grouped_Firearm
New Mexico,March,Male,White,0,1,2000s,Young Adult,Firearm,Municipal,Known,-1,0.9469202939162539,5.307970608374617,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Decade_2000s,Relationship Grouped_Intimate Partner,Victim Race_White
California,January,Male,White,0,0,1980s,Senior,Blunt Object,Sheriff,Unknown,0,0.19068686259659406,80.9313137403406,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Intimate Partner,Agency Grouped_Sheriff
Arizona,December,Male,White,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,0,0.1688870419519859,83.11129580480141,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,State_Arizona,Relationship Grouped_Intimate Partner
New York,September,Male,White,0,1,1990s,Young Adult,Firearm,Municipal,Unknown,-1,0.17690650360051097,82.3093496399489,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_New York,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Texas,April,Male,White,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,0,0.21117418802711474,78.88258119728853,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Decade_2000s
New Jersey,June,Male,White,0,1,1990s,Adult,Firearm,Municipal,Intimate Partner,-1,0.9481925021174281,5.18074978825719,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Race_White,State_California
California,September,Female,White,0,1,2010s,Young Adult,Firearm,Municipal,Stranger,-1,0.8447822128843756,15.521778711562433,1,Relationship Grouped_Unknown,Decade_2010s,Relationship Grouped_Stranger,State_California,Relationship Grouped_Known
Missouri,October,Male,Black,0,1,1990s,Young Adult,Firearm,Municipal,Family,-1,0.794235514312382,20.576448568761794,1,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Intimate Partner,Victim Race_White,Decade_1990s
California,August,Male,Black,0,0,2010s,Teen,Firearm,Municipal,Unknown,1,0.18489051836721826,81.51094816327817,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Victim Age Group_Teen,State_California,Relationship Grouped_Stranger
California,April,Male,White,0,0,2000s,Young Adult,Firearm,Municipal,Unknown,0,0.17122389081090428,82.87761091890957,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
Pennsylvania,August,Male,White,0,0,1990s,Adult,Blunt Object,Municipal,Unknown,0,0.2026335407149079,79.7366459285092,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,State_Pennsylvania,Relationship Grouped_Intimate Partner
Tennessee,March,Male,Black,0,1,2010s,Adult,Firearm,Municipal,Known,-1,0.9614366096040816,3.8563390395918424,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Tennessee,Decade_2010s,Relationship Grouped_Intimate Partner
Missouri,October,Male,Black,0,1,2000s,Adult,Firearm,Municipal,Unknown,-1,0.18786562915358684,81.21343708464131,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner,Decade_2000s
Arkansas,January,Male,White,0,1,1990s,Adult,Firearm,Municipal,Known,-1,0.9532059810269091,4.679401897309093,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_Arkansas,Relationship Grouped_Intimate Partner,State_California
California,September,Male,Black,0,0,2000s,Adult,Firearm,Municipal,Unknown,1,0.1591008907249709,84.08991092750291,0,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
California,March,Male,White,0,1,1980s,Young Adult,Firearm,Municipal,Family,-1,0.7870292535885333,21.29707464114668,1,Relationship Grouped_Unknown,Relationship Grouped_Known,State_California,Relationship Grouped_Stranger,Relationship Grouped_Intimate Partner
New York,March,Female,Black,0,1,1980s,Senior,Knife,Municipal,Unknown,-1,0.1746900979104571,82.5309902089543,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Weapon Grouped_Knife,Relationship Grouped_Intimate Partner,State_New York
Tennessee,June,Male,Black,0,1,2000s,Young Adult,Firearm,Municipal,Stranger,-1,0.9113160068010949,8.868399319890504,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,State_Tennessee,Relationship Grouped_Known
Florida,January,Male,Black,1,1,2010s,Young Adult,Firearm,Municipal,Unknown,-1,0.3541734902917655,64.58265097082345,0,Relationship Grouped_Unknown,State_Florida,Relationship Grouped_Known,Decade_2010s,Victim Count
California,July,Female,White,0,1,1990s,Child,Blunt Object,Municipal,Family,-1,0.8977233781627987,10.227662183720128,1,Relationship Grouped_Unknown,Victim Age Group_Child,Relationship Grouped_Known,State_California,Relationship Grouped_Intimate Partner
Georgia,August,Female,Black,0,1,2010s,Young Adult,Firearm,Municipal,Intimate Partner,-1,0.9688960997809684,3.1103900219031697,1,Relationship Grouped_Unknown,Relationship Grouped_Intimate Partner,Relationship Grouped_Known,Victim Sex_Male,Decade_2010s
North Carolina,August,Male,Black,0,0,1990s,Young Adult,Firearm,Municipal,Unknown,0,0.1970216945273533,80.29783054726467,0,Relationship Grouped_Unknown,Relationship Grouped_Known,Relationship Grouped_Stranger,State_North Carolina,Relationship Grouped_Intimate Partner
New Hampshire,July,Male,White,2,1,2000s,Young Adult,Firearm,Municipal,Stranger,-1,0.9156723282196751,8.432767178032483,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,Decade_2000s,Relationship Grouped_Known,Victim Count
Oklahoma,August,Male,White,0,1,1980s,Young Adult,Knife,Municipal,Stranger,-1,0.8657295258045647,13.427047419543529,1,Relationship Grouped_Unknown,Relationship Grouped_Stranger,State_Oklahoma,Relationship Grouped_Known,State_California
